gene	Normal	Tumor
ENSG00000000003	72.2259181075207	31.7657171658118
ENSG00000000005	11.9405931173809	0.0931715975819404
ENSG00000000419	28.9111651475112	49.1776090118446
ENSG00000000457	25.333599094893	33.6649454303605
ENSG00000000460	5.8068395388093	20.6442514428753
ENSG00000000938	13.7813980203022	7.99935676518954
ENSG00000000971	154.149054706829	51.7459781426781
ENSG00000001036	59.8866010628629	80.4267960366154
ENSG00000001084	49.4605384210365	51.5555694122361
ENSG00000001167	42.0076664042275	54.3579782113972
ENSG00000001460	11.536111034696	11.8048068209203
ENSG00000001461	56.5430164716344	44.5242699003524
ENSG00000001497	41.4717483499305	54.2388560752285
ENSG00000001561	36.6295343107025	29.0743554517562
ENSG00000001617	48.5205911330062	96.3916755076193
ENSG00000001626	1.06225690991303	0.155522056666209
ENSG00000001629	71.8289845613525	102.875571889853
ENSG00000001630	3.22242367801275	4.36288801198231
ENSG00000001631	39.989260460976	45.1927026474831
ENSG00000002016	9.85294773865741	8.53829138046655
ENSG00000002079	0.14941830598342	0.161183797052754
ENSG00000002330	19.9655990630674	27.6360759783146
ENSG00000002549	116.420914712769	122.565465587918
ENSG00000002586	177.593178716414	152.435709368553
ENSG00000002587	6.42624461578234	4.3937556389855
ENSG00000002726	0.265230219728223	0.757857176129202
ENSG00000002745	0.0345647495877623	0.0440670590024243
ENSG00000002746	0.736737138363005	0.69812843079462
ENSG00000002822	15.7928398034855	17.1461875055022
ENSG00000002834	244.017387476799	368.538615544944
ENSG00000002919	28.2800062985379	35.0901418899958
ENSG00000002933	42.0542450535988	32.0602014159115
ENSG00000003056	74.2829428929004	97.446082044389
ENSG00000003096	38.8200386529667	3.35622067869413
ENSG00000003137	20.3939129983534	3.58551245974528
ENSG00000003147	34.0900538331313	51.2004370706014
ENSG00000003249	9.44528740628221	43.6197233583209
ENSG00000003393	34.3241776826286	39.9279886825612
ENSG00000003400	22.1761410732708	9.1156556094884
ENSG00000003402	194.229895613558	102.190908512405
ENSG00000003436	83.8282889767591	11.0907517110289
ENSG00000003509	12.1891994334185	13.9587253169671
ENSG00000003756	111.780503056969	66.8694462298659
ENSG00000003987	1.83805822408645	2.05053782533736
ENSG00000003989	87.6818038862232	295.49188346234
ENSG00000004059	77.2890174135489	128.659271103616
ENSG00000004139	8.78572678123635	5.45275830776991
ENSG00000004142	87.2206360849042	138.941096815698
ENSG00000004399	170.777495324172	211.882437120337
ENSG00000004455	111.972978774395	123.730876710098
ENSG00000004468	4.8145512160444	1.31370471602654
ENSG00000004478	126.70508303188	518.416325061353
ENSG00000004487	80.5657923813603	107.19766942832
ENSG00000004534	87.9107676964574	60.4147979133971
ENSG00000004660	10.5981268749108	9.01567510053838
ENSG00000004700	33.0040399275392	41.8791396803356
ENSG00000004766	32.1954119667296	38.5427525329102
ENSG00000004776	200.773327645311	3.26320825551196
ENSG00000004777	7.80197966502258	12.1151887705659
ENSG00000004779	33.1602603730423	64.8320327461195
ENSG00000004799	378.54342362463	19.9236220591517
ENSG00000004809	0.176491193169485	0.0779887187094383
ENSG00000004838	1.77470033777867	10.0605625798808
ENSG00000004846	6.67784176257243	0.11767114478034
ENSG00000004848	0.0675809674152373	0.074042090850008
ENSG00000004864	22.3423541721769	31.3208027987862
ENSG00000004866	29.7490412601314	37.1763934318549
ENSG00000004897	76.1498165054405	107.125531691847
ENSG00000004939	0.110829739649378	0.0191955679547901
ENSG00000004948	1.22579197477303	0.214371433652999
ENSG00000004961	18.580833048266	28.4144876933997
ENSG00000004975	32.519300572594	27.6798132686869
ENSG00000005001	4.34499589808138	11.1012552945329
ENSG00000005007	109.203346064628	161.577755870288
ENSG00000005020	78.4234305183709	31.0793447316145
ENSG00000005022	150.938522324568	281.820587396681
ENSG00000005059	16.124357800302	23.7012981117107
ENSG00000005073	0.450632855436532	0.48183126044183
ENSG00000005075	17.097557238973	29.6881556927152
ENSG00000005100	30.7310323749786	31.4830557760914
ENSG00000005102	35.7663863721374	1.09236346022614
ENSG00000005108	18.5859014304554	5.23589675366627
ENSG00000005156	26.6469726993001	58.187727174805
ENSG00000005175	29.3498883724187	55.1379012546568
ENSG00000005187	8.58003045612901	1.94697886162988
ENSG00000005189	5.91565570115052	10.4470907594684
ENSG00000005194	32.0280431658333	42.1126111002992
ENSG00000005206	30.0357027909882	29.732828356641
ENSG00000005238	20.7155555058791	18.6518519466299
ENSG00000005243	29.8007637768497	10.3555174003756
ENSG00000005249	198.660653681661	45.9681969193452
ENSG00000005302	31.0997534129968	28.0184558204133
ENSG00000005339	155.732225300688	139.254191700213
ENSG00000005379	22.0490784416013	8.88749961288828
ENSG00000005381	0.483845522472309	0.146564738258356
ENSG00000005421	0.176932590128276	0.0949291204318791
ENSG00000005436	28.2941380717199	26.4978736557278
ENSG00000005448	7.23009638350259	13.7623794481072
ENSG00000005469	23.9595489065131	34.7943816683935
ENSG00000005471	1.46175477549644	2.02087209684832
ENSG00000005483	134.700829070996	118.811912591963
ENSG00000005486	61.980675313283	95.3466019247914
ENSG00000005513	3.68583435592008	0.36647516598896
ENSG00000005700	76.2527704287583	104.394419111192
ENSG00000005801	22.196579377991	24.9981785645241
ENSG00000005810	192.35888044308	84.3850573223545
ENSG00000005812	106.030022121145	74.5346660718395
ENSG00000005844	15.5130830973003	21.9429411234139
ENSG00000005882	43.3490463300617	32.7013825715864
ENSG00000005884	114.355109702304	81.8181627014748
ENSG00000005889	67.6908776823757	68.4080929936902
ENSG00000005893	220.768370862553	289.366285441114
ENSG00000005961	0.78233876449799	1.07111620800451
ENSG00000005981	0.509285342630452	0.0652220865654574
ENSG00000006007	77.2666109412395	142.691579047215
ENSG00000006015	8.99538808937765	10.0619000847203
ENSG00000006016	3.40262329627597	2.40017710209404
ENSG00000006025	11.1734051622163	13.0055012199058
ENSG00000006042	60.4720759026131	31.5288206554909
ENSG00000006047	5.58549890368074	10.9128852877331
ENSG00000006059	0.0837851240442298	0.0770515080960514
ENSG00000006062	26.1747899400806	18.4849287649605
ENSG00000006071	4.38309192487842	5.13747097693949
ENSG00000006118	12.9013804563432	55.0341764869397
ENSG00000006125	302.779192185146	576.30296744144
ENSG00000006128	1.02562308171373	0.0621655931053935
ENSG00000006194	35.6006486984426	51.8654580061591
ENSG00000006210	315.988634277708	16.9958662860718
ENSG00000006282	45.1792447694316	71.9212657252112
ENSG00000006283	2.51884438378235	0.629781815540739
ENSG00000006327	14.8819272438857	34.9562922946397
ENSG00000006377	0.103288352587388	0.0268298531052121
ENSG00000006432	13.1708820721726	14.825520036663
ENSG00000006451	65.9600585404056	99.8500546361449
ENSG00000006453	20.8001805311161	34.3330439823497
ENSG00000006459	50.1845925042136	43.0597385803601
ENSG00000006468	26.3240532354222	13.590746526895
ENSG00000006530	27.5629932064996	35.9602475078592
ENSG00000006534	11.1401671201455	12.6126015111415
ENSG00000006555	10.4885183595612	5.07095072720681
ENSG00000006576	22.6715901356878	51.2753973839362
ENSG00000006606	0.261583662063013	0.246807198416281
ENSG00000006607	34.7351371273715	45.6822479815182
ENSG00000006611	0.200063652316095	0.101624274634377
ENSG00000006625	28.9762673063968	112.20573863985
ENSG00000006634	6.92991794146868	19.9224016243178
ENSG00000006638	2.3113502771192	2.25378630049817
ENSG00000006652	46.6632474640128	31.5324544755448
ENSG00000006659	0	0
ENSG00000006695	14.9462602062396	16.630104735569
ENSG00000006704	17.3934240738711	40.0184583543122
ENSG00000006712	59.8453024536577	69.164654887807
ENSG00000006715	69.7940022134062	74.8580354802003
ENSG00000006740	11.0296997370308	9.83861212134235
ENSG00000006744	66.6500642121041	65.0828880577093
ENSG00000006747	6.42648189341342	6.43294062702301
ENSG00000006756	99.9560203393284	99.1658439014922
ENSG00000006757	26.9515437712272	31.0197229426994
ENSG00000006788	0.267925863496094	0.438222092579705
ENSG00000006831	139.488080820005	166.812941254764
ENSG00000006837	0.880530532907937	1.08192545643051
ENSG00000007001	0.223716882804116	0.0879035514485926
ENSG00000007038	1.78150871655471	0.417540438834162
ENSG00000007047	28.3841871149968	36.1012070680128
ENSG00000007062	131.953284499802	2.64144327773077
ENSG00000007080	23.3071881216747	33.5955225520168
ENSG00000007129	1.12833064375984	0.863974874485665
ENSG00000007168	194.434252551732	141.32559320025
ENSG00000007171	0.717396288856644	0.870683609293571
ENSG00000007174	2.40953892135211	0.255690586197369
ENSG00000007202	214.768680572704	220.677670407544
ENSG00000007216	17.7055896560394	1.05724615489478
ENSG00000007237	82.2476450058594	36.5985731597284
ENSG00000007255	12.2736846672741	16.2666212008533
ENSG00000007264	2.65395648218569	2.18298572106911
ENSG00000007306	0.108375925393964	0.367541717380732
ENSG00000007312	4.83523330638431	1.42931619709307
ENSG00000007314	16.5253511586512	0.861719011375941
ENSG00000007341	11.7024111600215	11.6530357779502
ENSG00000007350	0.300534921007376	0.0268119687078636
ENSG00000007372	3.68263612076194	2.15151680133725
ENSG00000007376	10.4839626776986	24.9826247936633
ENSG00000007384	36.382804357822	40.2764550286972
ENSG00000007392	28.7395672439906	31.111405796785
ENSG00000007402	7.48552039451561	7.52240965042846
ENSG00000007516	9.83924466601645	9.94126365012243
ENSG00000007520	22.4572806647351	32.9571303922491
ENSG00000007541	33.4849853356875	64.9335395105782
ENSG00000007545	23.4832729728468	24.6685146911647
ENSG00000007866	36.949361933444	32.9081064964268
ENSG00000007908	15.083096811929	7.60626785187059
ENSG00000007923	30.079162811278	38.2829747716643
ENSG00000007933	6.48557328040557	2.07016936694842
ENSG00000007944	62.6434227079098	59.090921057272
ENSG00000007952	0.642076569902066	1.70408597510792
ENSG00000007968	1.67269193508196	12.2407048347232
ENSG00000008018	115.7147206212	166.980096507265
ENSG00000008056	0.642147755448703	1.14374282993096
ENSG00000008083	27.9916690756867	42.5324488366779
ENSG00000008086	28.0152313712776	23.8651209847947
ENSG00000008118	0.203588145495501	0.279873360675129
ENSG00000008128	4.78198115890666	5.01233919614754
ENSG00000008130	67.3387759259302	65.6969765150962
ENSG00000008196	32.6588417205455	32.9706402051491
ENSG00000008226	2.36751710169701	0.411101446039216
ENSG00000008256	62.3123043548622	30.2562544726193
ENSG00000008277	14.9086311300433	7.99016870040528
ENSG00000008282	145.987016349142	163.06281001303
ENSG00000008283	83.5109440605088	232.050416514643
