Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Focal adhesion	24/199	3.939728600559394e-16	1.2134364089722933e-13	0	0	8.867868755542418	314.5455186231823	PDGFRB;ITGB1;PDGFRA;PPP1R12A;VWF;ROCK1;CAV2;LAMB2;ACTN1;CAV1;ITGA1;ILK;ACTN4;MYLK;PPP1CB;COL4A2;ITGA11;COL6A1;ITGA8;FLNA;TLN1;PPP1R12B;MYL9;VCL
KEGG_2019_Human	Regulation of actin cytoskeleton	22/214	1.9515304281886292e-13	3.005356859410489e-11	0	0	7.559098405717427	221.21695670780895	PDGFRB;ITGB1;NCKAP1;PDGFRA;GSN;PPP1R12A;ROCK1;ACTN1;ITGA1;ACTN4;MYLK;ENAH;PPP1CB;ITGA11;ITGA8;MYH9;PPP1R12B;MYL9;MYH10;VCL;PFN2;FGFR1
KEGG_2019_Human	Vascular smooth muscle contraction	12/132	2.5785931141018904e-07	2.6473555971446075e-05	0	0	6.6844919786096275	101.40943653321591	PPP1CB;ACTA2;PPP1R14A;GUCY1A1;PPP1R12A;ROCK1;CALD1;MYH11;PPP1R12B;MYL9;PRKG1;MYLK
KEGG_2019_Human	Proteoglycans in cancer	14/201	6.976767796890097e-07	5.372111203605374e-05	0	0	5.121451565700908	72.59918741181114	ITGB1;PPP1R12A;ROCK1;CAV2;CAV1;MMP2;ANK3;HSPG2;PPP1CB;CTTN;COL21A1;FLNA;PPP1R12B;FGFR1
KEGG_2019_Human	ECM-receptor interaction	9/82	1.7176918986317643e-06	0.00010580982095571667	0	0	8.070301291248207	107.12944923733204	ITGB1;VWF;COL4A2;LAMB2;ITGA1;COL6A1;ITGA11;ITGA8;HSPG2
KEGG_2019_Human	cGMP-PKG signaling pathway	11/166	1.764061630668101e-05	0.0009055516370762916	0	0	4.8724309000708725	53.33024994229728	PPP1CB;MEF2A;GUCY1A1;MEF2C;PPP1R12A;PLN;ROCK1;PDE5A;MYL9;PRKG1;MYLK
KEGG_2019_Human	Tight junction	11/170	2.203180951587685e-05	0.0009693996186985814	0	0	4.757785467128028	51.0178442387101	ITGB1;TJP1;CTTN;ROCK1;ACTN1;MYH9;MYH11;ACTN4;SYNPO;MYL9;MYH10
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	8/91	3.384381037514927e-05	0.0013029866994432471	0	0	6.464124111182937	66.54010620443874	ITGB1;PLN;TPM2;CACNA2D1;ITGA1;TPM1;ITGA11;ITGA8
KEGG_2019_Human	Platelet activation	9/124	5.064224878919744e-05	0.0017330902918969787	0	0	5.336812144212526	52.784937952859615	PPP1CB;ITGB1;GUCY1A1;PPP1R12A;VWF;ROCK1;TLN1;PRKG1;MYLK
KEGG_2019_Human	Adherens junction	7/72	5.519901974359909e-05	0.0017001298081028519	0	0	7.1486928104575185	70.08982592090406	TJP1;ACTN1;LMO7;ACTN4;SORBS1;VCL;FGFR1
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	7/85	0.00015919873510733808	0.0044575645830054675	0	0	6.055363321799308	52.956315405915696	ITGB1;TPM2;CACNA2D1;ITGA1;TPM1;ITGA11;ITGA8
KEGG_2019_Human	Salmonella infection	7/86	0.00017131999525673466	0.0043972132115895225	0	0	5.984952120383038	51.90136972497077	TJP1;ROCK1;MYH9;FLNA;KLC1;MYH10;PFN2
KEGG_2019_Human	Oxytocin signaling pathway	9/153	0.00025273978613641045	0.005987988779231878	0	0	4.3252595155709335	35.826773840027336	PPP1CB;GUCY1A1;MEF2C;PPP1R12A;ROCK1;CACNA2D1;PPP1R12B;MYL9;MYLK
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	6/72	0.0004412950967941586	0.009708492129471488	0	0	6.127450980392156	47.33944088586219	ITGB1;GJA1;CACNA2D1;ITGA1;ITGA11;ITGA8
KEGG_2019_Human	Bacterial invasion of epithelial cells	6/74	0.0005115434938667711	0.010503693074064369	0	0	5.9618441971383165	45.17932001703107	ITGB1;CTTN;CAV2;CAV1;ILK;VCL
KEGG_2019_Human	Leukocyte transendothelial migration	7/112	0.0008567714507825956	0.016492850427564966	0	0	4.595588235294118	32.45560367708864	ITGB1;ROCK1;ACTN1;MMP2;ACTN4;MYL9;VCL
KEGG_2019_Human	Gap junction	6/88	0.0012778472605185756	0.023151585661160073	0	0	5.01336898395722	33.40196412749211	PDGFRB;TJP1;PDGFRA;GJA1;GUCY1A1;PRKG1
KEGG_2019_Human	Protein digestion and absorption	6/90	0.00143540785691625	0.02456142332945584	0	0	4.901960784313727	32.0897365162063	COL4A2;COL14A1;ELN;COL6A1;COL21A1;SLC38A2
KEGG_2019_Human	Shigellosis	5/65	0.0019044895061039286	0.03087277725684263	0	0	5.656108597285066	35.42726969521417	ITGB1;CTTN;ROCK1;VCL;PFN2
