GeneA	GeneB	Zscore	Pvalue
GSTP1	CAV1	0.755112763158829	0
GSTP1	GJA1	0.496544014476988	0.00416666666666667
CAV1	GJA1	0.445690173145526	0.00625
GSTP1	GAS1	0.45055845707941	0.00625
CAV1	GAS1	1.00159498050675	0
GJA1	GAS1	1.10604441378625	0
GSTP1	PCP4	0.82316964976024	0
CAV1	PCP4	0.387913889015828	0.0416666666666667
GJA1	PCP4	0.238457317583806	0.183333333333333
GAS1	PCP4	0.92304376863516	0
GSTP1	MYLK	0.854746304055682	0
CAV1	MYLK	0.382274752772156	0.04375
GJA1	MYLK	0.108098085209454	0.533333333333333
GAS1	MYLK	1.16214595763178	0
PCP4	MYLK	0.406333699789673	0.025
GSTP1	ACTG2	0.671599506996417	0
CAV1	ACTG2	0.348163238739534	0.05625
GJA1	ACTG2	0.444786979533904	0.00625
GAS1	ACTG2	0.877461885118623	0
PCP4	ACTG2	0.574861661494146	0
MYLK	ACTG2	0.310772169875191	0.0833333333333333
GSTP1	KCNMB1	0.27326947579898	0.135416666666667
CAV1	KCNMB1	-0.0877324638863963	0.6375
GJA1	KCNMB1	0.121675253232621	0.477083333333333
GAS1	KCNMB1	0.753889377274738	0
PCP4	KCNMB1	0.160132207316538	0.354166666666667
MYLK	KCNMB1	0.168016537773747	0.322916666666667
ACTG2	KCNMB1	0.168215344379674	0.322916666666667
GSTP1	FHL1	0.510798067894395	0
CAV1	FHL1	-0.0318138655135191	0.8625
GJA1	FHL1	0.16181857429362	0.34375
GAS1	FHL1	0.792594059736749	0
PCP4	FHL1	0.290353720745558	0.110416666666667
MYLK	FHL1	0.0571923049082803	0.764583333333333
ACTG2	FHL1	0.155449796126604	0.364583333333333
KCNMB1	FHL1	-0.137296164259969	0.410416666666667
GSTP1	COX7A1	0.76336189513968	0
CAV1	COX7A1	0.308020067379364	0.0854166666666667
GJA1	COX7A1	0.237931609860916	0.185416666666667
GAS1	COX7A1	0.84172028244125	0
PCP4	COX7A1	0.38821836579886	0.0416666666666667
MYLK	COX7A1	0.12377126771005	0.466666666666667
ACTG2	COX7A1	0.102969323782937	0.55625
KCNMB1	COX7A1	0.189134856201512	0.270833333333333
FHL1	COX7A1	0.180932759444627	0.295833333333333
GSTP1	EDNRA	0.448887228260398	0.00625
CAV1	EDNRA	0.141269881846172	0.404166666666667
GJA1	EDNRA	-0.00793618999696418	0.966666666666667
GAS1	EDNRA	0.908019147963965	0
PCP4	EDNRA	0.224256498052298	0.210416666666667
MYLK	EDNRA	0.131380375489347	0.433333333333333
ACTG2	EDNRA	0.294103065443562	0.108333333333333
KCNMB1	EDNRA	-0.12213706496673	0.475
FHL1	EDNRA	0.117071287842974	0.497916666666667
COX7A1	EDNRA	0.0213518191498075	0.91875
GSTP1	TPM2	0.643709718630555	0
CAV1	TPM2	0.399675597208219	0.0291666666666667
GJA1	TPM2	0.227709926991111	0.2
GAS1	TPM2	1.07882628361791	0
PCP4	TPM2	0.531046902061787	0
MYLK	TPM2	0.284534365866725	0.11875
ACTG2	TPM2	0.158165175368923	0.358333333333333
KCNMB1	TPM2	0.0522579070119404	0.789583333333333
FHL1	TPM2	-0.126148308681523	0.45625
COX7A1	TPM2	0.0389550161934453	0.83125
EDNRA	TPM2	0.148043522671248	0.3875
GSTP1	FILIP1L	0.670745435733322	0
CAV1	FILIP1L	0.0360353370529898	0.841666666666667
GJA1	FILIP1L	0.274970636431974	0.13125
GAS1	FILIP1L	0.484535052373981	0.00416666666666667
PCP4	FILIP1L	0.24794744985912	0.166666666666667
MYLK	FILIP1L	0.166128830083597	0.325
ACTG2	FILIP1L	-0.0947342513092492	0.597916666666667
KCNMB1	FILIP1L	-0.031872277971347	0.8625
FHL1	FILIP1L	0.0390366578802387	0.83125
COX7A1	FILIP1L	0.222384951610681	0.210416666666667
EDNRA	FILIP1L	0.0152987236999977	0.94375
TPM2	FILIP1L	0.0518395054585916	0.789583333333333
GSTP1	ID3	0.561476694492195	0
CAV1	ID3	0.543933673172617	0
GJA1	ID3	0.486208652062949	0.00416666666666667
GAS1	ID3	0.210732527139131	0.233333333333333
PCP4	ID3	0.712068156980738	0
MYLK	ID3	0.796318036772737	0
ACTG2	ID3	0.619371415250541	0
KCNMB1	ID3	0.260840590424269	0.141666666666667
FHL1	ID3	0.56589306482096	0
COX7A1	ID3	0.705179204657154	0
