GeneA	GeneB	Zscore	Pvalue
GSTP1	CAV1	0.755112763158829	0.0104166666666667
GSTP1	GJA1	0.496544014476988	0.0479166666666667
CAV1	GJA1	0.445690173145526	0.08125
GSTP1	GAS1	0.45055845707941	0.0770833333333333
CAV1	GAS1	1.00159498050675	0.00208333333333333
GJA1	GAS1	1.10604441378625	0
GSTP1	PCP4	0.82316964976024	0.00416666666666667
CAV1	PCP4	0.387913889015828	0.14375
GJA1	PCP4	0.238457317583806	0.395833333333333
GAS1	PCP4	0.92304376863516	0.00208333333333333
GSTP1	MYLK	0.854746304055682	0.00208333333333333
CAV1	MYLK	0.382274752772156	0.154166666666667
GJA1	MYLK	0.108098085209454	0.704166666666667
GAS1	MYLK	1.16214595763178	0
PCP4	MYLK	0.406333699789673	0.122916666666667
GSTP1	ACTG2	0.671599506996417	0.0125
CAV1	ACTG2	0.348163238739534	0.18125
GJA1	ACTG2	0.444786979533904	0.0833333333333333
GAS1	ACTG2	0.877461885118623	0.00208333333333333
PCP4	ACTG2	0.574861661494146	0.01875
MYLK	ACTG2	0.310772169875191	0.260416666666667
GSTP1	KCNMB1	0.27326947579898	0.325
CAV1	KCNMB1	-0.0877324638863963	0.766666666666667
GJA1	KCNMB1	0.121675253232621	0.658333333333333
GAS1	KCNMB1	0.753889377274738	0.0104166666666667
PCP4	KCNMB1	0.160132207316538	0.554166666666667
MYLK	KCNMB1	0.168016537773747	0.527083333333333
ACTG2	KCNMB1	0.168215344379674	0.525
GSTP1	FHL1	0.510798067894395	0.0479166666666667
CAV1	FHL1	-0.0318138655135191	0.914583333333333
GJA1	FHL1	0.16181857429362	0.552083333333333
GAS1	FHL1	0.792594059736749	0.00625
PCP4	FHL1	0.290353720745558	0.29375
MYLK	FHL1	0.0571923049082803	0.8625
ACTG2	FHL1	0.155449796126604	0.56875
KCNMB1	FHL1	-0.137296164259969	0.6125
GSTP1	COX7A1	0.76336189513968	0.00833333333333333
CAV1	COX7A1	0.308020067379364	0.260416666666667
GJA1	COX7A1	0.237931609860916	0.395833333333333
GAS1	COX7A1	0.84172028244125	0.00208333333333333
